label,proto,n_packets,duration_s,len_mean,len_stdev,len_entropy,n_unique_sizes,dominant_size,dominant_size_fraction,top3_size_fraction,bulk_fraction,ack60_fraction,ack_to_data_ratio,iat_mean,iat_stdev,rate_pps,flow_key
background,tcp,17,92.96,257.5,449.9,2.722,9,60,0.294,0.647,0.118,0.294,0.417,5.8098,23.2125,0.18,tcp:10.0.2.15:49313<->209.148.205.33:80
background,tcp,11,109.93,104.6,104.9,2.005,5,60,0.364,0.818,0.0,0.364,0.571,10.9928,34.7291,0.1,tcp:10.0.2.15:49314<->23.194.223.54:80
background,tcp,28,65.14,423.1,537.0,3.226,14,54,0.286,0.607,0.214,0.214,0.273,2.4127,12.0969,0.43,tcp:10.0.2.15:49319<->134.170.120.72:443
background,tcp,13,10.06,129.4,147.6,2.47,7,60,0.308,0.692,0.0,0.308,0.444,0.8387,2.8589,1.29,tcp:10.0.2.15:49325<->74.125.226.179:443
background,tcp,94,222.08,152.3,113.6,2.941,18,155,0.298,0.723,0.0,0.16,0.19,2.3879,6.3565,0.42,tcp:131.202.240.87:13385<->64.12.24.167:443
background,tcp,90,221.99,145.5,102.9,2.792,15,155,0.311,0.744,0.0,0.156,0.184,2.4943,6.5491,0.41,tcp:131.202.240.87:1254<->64.12.104.85:443
background,tcp,17,210.17,60,0.0,-0.0,1,60,1.0,1.0,0.0,1.0,17.0,13.1357,15.1629,0.08,tcp:131.202.240.87:13407<->178.237.19.228:443
background,tcp,17,210.17,60,0.0,-0.0,1,60,1.0,1.0,0.0,1.0,17.0,13.1357,15.1639,0.08,tcp:131.202.240.87:13404<->178.237.19.103:443
background,tcp,16,210.18,60,0.0,-0.0,1,60,1.0,1.0,0.0,1.0,16.0,14.0117,15.3123,0.08,tcp:131.202.240.87:13397<->178.237.19.227:443
background,tcp,16,210.17,60,0.0,-0.0,1,60,1.0,1.0,0.0,1.0,16.0,14.0116,15.3078,0.08,tcp:131.202.240.87:13393<->178.237.24.202:443
background,udp,21,135.2,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,6.7601,14.9311,0.16,udp:131.202.240.87:137<->131.202.243.255:137
background,tcp,746,285.19,562.9,839.6,4.254,117,66,0.353,0.536,0.248,0.0,0.0,0.3828,2.8664,2.62,tcp:131.202.240.150:56404<->173.252.100.27:443
background,tcp,32,181.27,675.6,1610.2,2.973,12,66,0.312,0.656,0.125,0.062,0.067,5.8473,17.5755,0.18,tcp:131.202.240.150:44700<->209.148.205.26:443
background,tcp,101,180.15,1387.5,2162.2,3.252,21,66,0.426,0.604,0.317,0.02,0.02,1.8015,10.0524,0.56,tcp:131.202.240.150:44701<->209.148.205.26:443
background,tcp,23,180.67,241.7,566.1,2.365,7,135,0.348,0.739,0.043,0.087,0.095,8.2124,20.4834,0.13,tcp:131.202.240.150:41069<->24.156.140.40:443
background,tcp,20,65.09,70.1,17.1,0.922,3,66,0.8,1.0,0.0,0.0,0.0,3.4256,4.7307,0.31,tcp:131.202.240.150:50597<->209.148.205.35:443
background,tcp,20,65.05,70.1,17.1,0.922,3,66,0.8,1.0,0.0,0.0,0.0,3.4239,4.7307,0.31,tcp:131.202.240.150:50598<->209.148.205.35:443
background,tcp,29,279.16,121.9,67.7,2.054,7,66,0.483,0.828,0.0,0.0,0.0,9.97,50.2999,0.1,tcp:131.202.240.150:41246<->173.252.79.93:3478
background,tcp,29,279.16,121.9,67.7,2.054,7,66,0.483,0.828,0.0,0.0,0.0,9.97,50.2961,0.1,tcp:131.202.240.150:57494<->173.252.79.93:443
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2633,80.4749,0.05,tcp:131.202.240.150:58424<->173.252.79.93:3478
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2633,80.4674,0.05,tcp:131.202.240.150:54889<->173.252.79.93:443
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.4473,0.05,tcp:131.202.240.150:50632<->173.252.79.93:3478
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.441,0.05,tcp:131.202.240.150:47024<->173.252.79.93:443
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.4359,0.05,tcp:131.202.240.150:46828<->173.252.79.93:3478
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.4308,0.05,tcp:131.202.240.150:47803<->173.252.79.93:443
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.4094,0.05,tcp:131.202.240.150:34298<->173.252.79.93:3478
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.4044,0.05,tcp:131.202.240.150:32932<->173.252.79.93:443
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.3994,0.05,tcp:131.202.240.150:49022<->173.252.79.93:3478
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.3918,0.05,tcp:131.202.240.150:53312<->173.252.79.93:443
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.3717,0.05,tcp:131.202.240.150:42029<->173.252.79.93:3478
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.3667,0.05,tcp:131.202.240.150:41719<->173.252.79.93:443
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.3616,0.05,tcp:131.202.240.150:36512<->173.252.79.93:3478
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.3541,0.05,tcp:131.202.240.150:60959<->173.252.79.93:443
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.3352,0.05,tcp:131.202.240.150:34403<->173.252.79.93:3478
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.3289,0.05,tcp:131.202.240.150:55876<->173.252.79.93:443
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.3226,0.05,tcp:131.202.240.150:35889<->173.252.79.93:3478
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.3164,0.05,tcp:131.202.240.150:43648<->173.252.79.93:443
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.2975,0.05,tcp:131.202.240.150:44742<->173.252.79.93:3478
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.2912,0.05,tcp:131.202.240.150:43656<->173.252.79.93:443
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.2849,0.05,tcp:131.202.240.150:38545<->173.252.79.93:3478
background,tcp,13,279.16,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,23.2632,80.2786,0.05,tcp:131.202.240.150:42197<->173.252.79.93:443
background,udp,36,12.4,178.2,31.4,0.949,5,190,0.833,0.944,0.0,0.0,0.0,0.3542,1.1331,2.9,udp:131.202.240.150:58046<->173.252.79.93:50011
background,udp,36,12.42,178.2,31.4,0.949,5,190,0.833,0.944,0.0,0.0,0.0,0.3548,1.1282,2.9,udp:131.202.240.150:60257<->173.252.79.93:50011
background,udp,29137,279.29,126.0,21.9,5.098,101,147,0.183,0.275,0.0,0.0,0.0,0.0096,0.0075,104.33,udp:131.202.240.150:58046<->131.202.240.87:51706
background,udp,13,12.32,165.4,41.7,1.7,5,190,0.615,0.846,0.0,0.0,0.0,1.0265,1.8958,1.06,udp:131.202.240.150:43584<->173.252.79.93:50011
background,udp,13,12.32,165.4,41.7,1.7,5,190,0.615,0.846,0.0,0.0,0.0,1.0265,1.8958,1.06,udp:131.202.240.150:60670<->173.252.79.93:50011
background,udp,125855,278.92,1112.0,188.0,7.499,527,120,0.012,0.032,0.146,0.0,0.0,0.0022,0.0061,451.22,udp:131.202.240.150:43584<->131.202.240.87:51706
background,tcp,33,182.29,114.7,118.2,2.914,11,66,0.333,0.636,0.0,0.061,0.065,5.6965,17.2236,0.18,tcp:131.202.240.150:56432<->173.252.100.27:443
background,tcp,15,194.96,70.2,16.3,0.353,2,66,0.933,1.0,0.0,0.0,0.0,13.9257,20.7792,0.08,tcp:131.202.240.150:38626<->173.194.123.98:443
background,tcp,15,238.21,70.4,11.6,0.567,2,66,0.867,1.0,0.0,0.0,0.0,17.0153,21.9154,0.06,tcp:131.202.240.150:37692<->64.233.171.188:5228
background,tcp,12,5.32,89.1,35.5,2.292,5,135,0.25,0.667,0.0,0.167,0.2,0.4833,1.5857,2.26,tcp:131.202.240.150:51195<->209.148.205.32:443
background,tcp,10,5.36,83.6,24.6,1.971,4,112,0.3,0.8,0.0,0.0,0.0,0.596,1.7321,1.86,tcp:131.202.240.150:35070<->199.16.157.105:443
background,tcp,14,5.37,70.4,19.0,1.924,4,60,0.357,0.857,0.0,0.357,0.556,0.4129,1.4428,2.61,tcp:131.202.240.150:51454<->199.16.156.21:443
background,tcp,14,5.36,70.4,19.0,1.924,4,60,0.357,0.857,0.0,0.357,0.556,0.4126,1.4428,2.61,tcp:131.202.240.150:51530<->199.16.156.21:443
background,udp,447281,4280.12,130.4,24.0,5.159,111,153,0.164,0.253,0.0,0.0,0.0,0.0096,0.0058,104.5,udp:131.202.240.101:55618<->131.202.240.65:40836
background,udp,14743,5886.01,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,0.3993,0.5603,2.5,udp:131.202.240.185:137<->131.202.243.255:137
background,udp,8854,5882.5,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,0.6645,1.5715,1.51,udp:131.202.240.90:137<->131.202.243.255:137
background,udp,22623,5885.54,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,0.2602,0.2939,3.84,udp:131.202.243.255:137<->131.202.243.9:137
background,udp,8902,4279.38,126,20.0,1.0,2,146,0.5,1.0,0.0,0.0,0.0,0.4808,0.4807,2.08,udp:131.202.240.101:39490<->131.202.240.65:40836
background,udp,7878,5876.05,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,0.746,1.8091,1.34,udp:131.202.243.255:137<->131.202.243.49:137
background,udp,3045,5885.64,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,1.9335,1.7418,0.52,udp:131.202.242.81:137<->131.202.243.255:137
background,udp,13207,5885.5,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,0.4457,0.6069,2.24,udp:131.202.242.93:137<->131.202.243.255:137
background,udp,4629,5882.33,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,1.271,1.4049,0.79,udp:131.202.240.234:137<->131.202.243.255:137
background,udp,92,5551.17,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,61.0019,124.7962,0.02,udp:fe80::800a:3bf6:15f:f12:546<->ff02::1:2:547
background,udp,190,5826.61,215,0.0,-0.0,1,215,1.0,1.0,0.0,0.0,0.0,30.8286,31.0759,0.03,udp:131.202.240.183:53721<->255.255.255.255:1900
background,tcp,19,75.34,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,4.1856,4.9253,0.25,tcp:131.202.240.101:36187<->74.125.226.167:80
background,udp,106,5596.19,149,0.0,-0.0,1,149,1.0,1.0,0.0,0.0,0.0,53.297,117.7955,0.02,udp:fe80::b88a:49f1:14e5:3ae9:546<->ff02::1:2:547
background,tcp,22,85.15,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,4.0546,4.8667,0.26,tcp:131.202.240.101:49033<->209.148.205.32:80
background,tcp,19,75.12,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,4.1732,4.9232,0.25,tcp:131.202.240.101:36186<->74.125.226.167:80
background,tcp,21,85.08,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,4.2541,4.9411,0.25,tcp:131.202.240.101:49032<->209.148.205.32:80
background,tcp,21,85.08,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,4.2541,4.9411,0.25,tcp:131.202.240.101:49031<->209.148.205.32:80
background,udp,2034,5878.41,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,2.8915,3.1364,0.35,udp:131.202.240.85:137<->131.202.243.255:137
background,udp,1177,5879.86,63,0.0,-0.0,1,63,1.0,1.0,0.0,0.0,0.0,4.9999,0.0052,0.2,udp:131.202.240.183:61658<->131.202.243.255:32412
background,udp,1177,5879.87,63,0.0,-0.0,1,63,1.0,1.0,0.0,0.0,0.0,4.9999,0.0053,0.2,udp:131.202.240.183:61662<->131.202.243.255:32414
background,udp,99,5615.15,146,0.0,-0.0,1,146,1.0,1.0,0.0,0.0,0.0,57.2975,120.9885,0.02,udp:fe80::d42f:bdd3:e32d:76f0:546<->ff02::1:2:547
background,udp,196,5877.41,168,0.0,-0.0,1,168,1.0,1.0,0.0,0.0,0.0,30.1406,0.3051,0.03,udp:131.202.240.65:17500<->255.255.255.255:17500
background,udp,196,5877.41,168,0.0,-0.0,1,168,1.0,1.0,0.0,0.0,0.0,30.1406,0.3051,0.03,udp:131.202.240.65:17500<->131.202.243.255:17500
background,udp,1551,5880.14,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,3.7936,4.4822,0.26,udp:131.202.240.186:137<->131.202.243.255:137
background,udp,98,5614.67,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,57.8832,121.4807,0.02,udp:fe80::9897:a90b:afe1:7058:546<->ff02::1:2:547
background,tcp,15,54.8,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,3.9145,4.8683,0.27,tcp:131.202.240.101:40265<->74.125.226.175:80
background,tcp,21,85.74,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,4.287,4.9463,0.24,tcp:131.202.240.101:49035<->209.148.205.32:80
background,tcp,21,85.74,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,4.287,4.9463,0.24,tcp:131.202.240.101:49036<->209.148.205.32:80
background,tcp,2322,5872.0,409.5,598.7,3.839,124,66,0.376,0.575,0.184,0.0,0.0,2.5299,7.3132,0.4,tcp:131.202.240.101:47093<->173.252.110.27:443
background,tcp,21,85.54,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,4.2768,4.9088,0.25,tcp:131.202.240.101:59370<->23.45.37.228:80
background,udp,70,2075.85,261,0.0,-0.0,1,261,1.0,1.0,0.0,0.0,0.0,30.0847,0.0151,0.03,udp:131.202.240.150:17500<->255.255.255.255:17500
background,udp,70,2075.85,261,0.0,-0.0,1,261,1.0,1.0,0.0,0.0,0.0,30.0847,0.0151,0.03,udp:131.202.240.150:17500<->131.202.243.255:17500
background,udp,98,5614.56,154,0.0,-0.0,1,154,1.0,1.0,0.0,0.0,0.0,57.882,121.4808,0.02,udp:fe80::6979:f541:4e8e:8b09:546<->ff02::1:2:547
background,udp,828,5881.44,140.6,112.9,2.908,37,87,0.513,0.698,0.0,0.0,0.0,7.1118,10.3071,0.14,udp:131.202.240.97:5353<->224.0.0.251:5353
background,udp,126,5840.78,244.1,18.7,0.162,2,247,0.976,1.0,0.0,0.0,0.0,46.7262,8.0851,0.02,udp:131.202.240.30:5353<->224.0.0.251:5353
background,udp,126,5840.77,244.1,18.5,0.162,2,247,0.976,1.0,0.0,0.0,0.0,46.7262,8.0865,0.02,udp:131.202.240.45:5353<->224.0.0.251:5353
background,tcp,21,85.88,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,4.2942,4.9477,0.24,tcp:131.202.240.101:49038<->209.148.205.32:80
background,udp,2038,5880.0,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,2.8866,3.1285,0.35,udp:131.202.240.183:137<->131.202.243.255:137
background,udp,94,5599.96,153,0.0,-0.0,1,153,1.0,1.0,0.0,0.0,0.0,60.2146,123.5601,0.02,udp:fe80::2063:c822:5824:35a2:546<->ff02::1:2:547
background,udp,92,5551.01,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,61.0001,124.7923,0.02,udp:fe80::21a0:b1ce:a198:1da8:546<->ff02::1:2:547
background,tcp,15,55.11,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,3.9365,4.861,0.27,tcp:131.202.240.101:53376<->184.26.44.95:80
background,tcp,15,55.11,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,3.9365,4.8609,0.27,tcp:131.202.240.101:53377<->184.26.44.95:80
background,tcp,15,55.12,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,3.9368,4.8605,0.27,tcp:131.202.240.101:53379<->184.26.44.95:80
background,tcp,15,55.11,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,3.9368,4.8606,0.27,tcp:131.202.240.101:53380<->184.26.44.95:80
background,tcp,15,55.11,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,3.9365,4.8609,0.27,tcp:131.202.240.101:53378<->184.26.44.95:80
background,tcp,26,95.02,69.2,15.0,0.773,3,66,0.846,1.0,0.0,0.0,0.0,3.8006,4.8488,0.27,tcp:131.202.240.101:44816<->209.148.205.8:443
background,tcp,19,75.66,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,4.2035,4.9289,0.25,tcp:131.202.240.101:60496<->173.194.123.122:80
background,udp,92,5550.88,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,60.9986,124.7895,0.02,udp:fe80::a1fd:eb21:aa23:f69d:546<->ff02::1:2:547
background,tcp,17,63.33,81.8,23.7,2.514,6,107,0.235,0.647,0.0,0.118,0.133,3.9579,14.677,0.27,tcp:131.202.240.101:47448<->173.252.110.27:443
background,udp,220,5872.3,215,0.0,-0.0,1,215,1.0,1.0,0.0,0.0,0.0,26.8141,27.0009,0.04,udp:131.202.240.183:13960<->239.255.255.250:1900
background,udp,195,5860.99,145,0.0,-0.0,1,145,1.0,1.0,0.0,0.0,0.0,30.2113,0.0625,0.03,udp:131.202.240.196:17500<->255.255.255.255:17500
background,udp,195,5860.99,145,0.0,-0.0,1,145,1.0,1.0,0.0,0.0,0.0,30.2113,0.0615,0.03,udp:131.202.240.196:17500<->131.202.243.255:17500
background,udp,93,5583.16,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,60.6865,124.145,0.02,udp:fe80::28dc:4230:6ce3:db92:546<->ff02::1:2:547
background,udp,98,5614.48,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,57.8812,121.4797,0.02,udp:fe80::2c5a:e25e:653f:8c01:546<->ff02::1:2:547
background,udp,92,5551.24,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,61.0026,124.7976,0.02,udp:fe80::695f:47d3:4d68:bb93:546<->ff02::1:2:547
background,udp,196,5863.85,157,0.0,-0.0,1,157,1.0,1.0,0.0,0.0,0.0,30.071,0.0161,0.03,udp:131.202.240.231:17500<->255.255.255.255:17500
background,udp,196,5863.85,157,0.0,-0.0,1,157,1.0,1.0,0.0,0.0,0.0,30.071,0.0161,0.03,udp:131.202.240.231:17500<->131.202.243.255:17500
background,udp,100,5615.02,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,56.7174,120.473,0.02,udp:fe80::2d91:eccd:1466:b9b3:546<->ff02::1:2:547
background,udp,93,5583.64,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,60.6917,124.1457,0.02,udp:fe80::25a6:1549:4091:9af7:546<->ff02::1:2:547
background,udp,294,5858.6,90,0.0,-0.0,1,90,1.0,1.0,0.0,0.0,0.0,19.9952,0.0004,0.05,udp:131.202.240.31:10265<->255.255.255.255:123
background,udp,92,5551.28,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,61.003,124.7985,0.02,udp:fe80::e196:4434:447:cdd9:546<->ff02::1:2:547
background,udp,504,5780.3,521.2,30.0,2.585,6,540,0.167,0.5,0.0,0.0,0.0,11.4916,69.1688,0.09,udp:131.202.240.117:1900<->239.255.255.250:1900
background,udp,504,5780.3,547.2,30.0,2.585,6,566,0.167,0.5,0.0,0.0,0.0,11.4916,69.1688,0.09,udp:fe80::b88a:49f1:14e5:3ae9:1900<->ff02::c:1900
background,udp,93,5583.3,152,0.0,-0.0,1,152,1.0,1.0,0.0,0.0,0.0,60.6881,124.1459,0.02,udp:fe80::a8f9:1fb9:19ed:3bf5:546<->ff02::1:2:547
background,udp,921,5843.51,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,6.3516,16.6052,0.16,udp:131.202.242.190:137<->131.202.243.255:137
background,udp,392,5868.97,90,0.0,-0.0,1,90,1.0,1.0,0.0,0.0,0.0,15.0101,0.0004,0.07,udp:131.202.240.30:1027<->255.255.255.255:123
background,udp,1338,5869.11,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,4.3898,8.8794,0.23,udp:131.202.240.57:137<->131.202.243.255:137
background,udp,390,5847.2,165,0.0,-0.0,1,165,1.0,1.0,0.0,0.0,0.0,15.0314,15.0874,0.07,udp:131.202.243.27:17500<->255.255.255.255:17500
background,udp,195,5847.19,165,0.0,-0.0,1,165,1.0,1.0,0.0,0.0,0.0,30.1402,0.0072,0.03,udp:131.202.243.255:17500<->131.202.243.27:17500
background,udp,196,5865.33,146,0.0,-0.0,1,146,1.0,1.0,0.0,0.0,0.0,30.0786,0.0177,0.03,udp:131.202.240.85:17500<->255.255.255.255:17500
background,udp,196,5865.33,146,0.0,-0.0,1,146,1.0,1.0,0.0,0.0,0.0,30.0786,0.0178,0.03,udp:131.202.240.85:17500<->131.202.243.255:17500
background,udp,196,5870.23,168,0.0,-0.0,1,168,1.0,1.0,0.0,0.0,0.0,30.1037,0.0737,0.03,udp:131.202.243.19:17500<->255.255.255.255:17500
background,udp,196,5870.23,168,0.0,-0.0,1,168,1.0,1.0,0.0,0.0,0.0,30.1037,0.0737,0.03,udp:131.202.243.19:17500<->131.202.243.255:17500
background,udp,195,5846.37,145,0.0,-0.0,1,145,1.0,1.0,0.0,0.0,0.0,30.1359,0.0313,0.03,udp:131.202.242.81:17500<->255.255.255.255:17500
background,udp,195,5846.37,145,0.0,-0.0,1,145,1.0,1.0,0.0,0.0,0.0,30.1359,0.0313,0.03,udp:131.202.242.81:17500<->131.202.243.255:17500
background,udp,92,5551.02,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,61.0003,124.7924,0.02,udp:fe80::ed62:3800:ec97:4797:546<->ff02::1:2:547
background,udp,92,5551.26,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,61.0029,124.7984,0.02,udp:fe80::1428:54fe:2548:879:546<->ff02::1:2:547
background,udp,390,5845.89,146,0.0,-0.0,1,146,1.0,1.0,0.0,0.0,0.0,15.028,15.0848,0.07,udp:131.202.243.21:17500<->255.255.255.255:17500
background,udp,195,5845.89,146,0.0,-0.0,1,146,1.0,1.0,0.0,0.0,0.0,30.1335,0.0225,0.03,udp:131.202.243.21:17500<->131.202.243.255:17500
background,udp,10,15.56,93.8,5.7,0.469,2,92,0.9,1.0,0.0,0.0,0.0,1.7291,2.1577,0.64,udp:131.202.240.88:51211<->255.255.255.255:137
background,udp,195,5837.86,168,0.0,-0.0,1,168,1.0,1.0,0.0,0.0,0.0,30.0921,0.0047,0.03,udp:131.202.240.206:17500<->255.255.255.255:17500
background,udp,195,5837.86,168,0.0,-0.0,1,168,1.0,1.0,0.0,0.0,0.0,30.0921,0.0047,0.03,udp:131.202.240.206:17500<->131.202.243.255:17500
background,udp,390,5849.07,168,0.0,-0.0,1,168,1.0,1.0,0.0,0.0,0.0,15.0362,15.0941,0.07,udp:131.202.240.88:51219<->255.255.255.255:17500
background,udp,195,5833.68,146,0.0,-0.0,1,146,1.0,1.0,0.0,0.0,0.0,30.0705,0.0174,0.03,udp:131.202.242.190:17500<->255.255.255.255:17500
background,udp,195,5833.68,146,0.0,-0.0,1,146,1.0,1.0,0.0,0.0,0.0,30.0705,0.0174,0.03,udp:131.202.242.190:17500<->131.202.243.255:17500
background,udp,39,5394.72,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,141.9664,243.3552,0.01,udp:131.202.240.117:137<->131.202.243.255:137
background,tcp,12,5.21,89.1,35.5,2.292,5,135,0.25,0.667,0.0,0.167,0.2,0.4735,1.5553,2.3,tcp:131.202.240.101:43326<->209.148.205.26:443
background,tcp,12,5.21,89.1,35.5,2.292,5,135,0.25,0.667,0.0,0.167,0.2,0.4737,1.5547,2.3,tcp:131.202.240.101:43328<->209.148.205.26:443
background,tcp,12,5.21,89.1,35.5,2.292,5,135,0.25,0.667,0.0,0.167,0.2,0.4739,1.5552,2.3,tcp:131.202.240.101:43327<->209.148.205.26:443
background,tcp,12,5.22,89.1,35.5,2.292,5,135,0.25,0.667,0.0,0.167,0.2,0.4742,1.5551,2.3,tcp:131.202.240.101:43329<->209.148.205.26:443
background,tcp,12,5.22,89.1,35.5,2.292,5,135,0.25,0.667,0.0,0.167,0.2,0.4744,1.5549,2.3,tcp:131.202.240.101:43331<->209.148.205.26:443
background,tcp,12,5.22,89.1,35.5,2.292,5,135,0.25,0.667,0.0,0.167,0.2,0.4746,1.555,2.3,tcp:131.202.240.101:43330<->209.148.205.26:443
background,udp,10,5363.14,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,595.9039,1353.7659,0.0,udp:fe80::21a0:b1ce:a198:1da8:49564<->ff02::1:3:5355
background,udp,10,5363.13,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,595.9039,1353.7659,0.0,udp:131.202.243.9:49564<->224.0.0.252:5355
background,udp,115,5843.82,252.9,10.5,0.364,2,250,0.93,1.0,0.0,0.0,0.0,51.2616,76.9536,0.02,udp:131.202.240.64:138<->131.202.243.255:138
background,udp,520,5848.02,250.0,17.0,1.56,3,233,0.423,1.0,0.0,0.0,0.0,11.2679,37.7848,0.09,udp:131.202.240.88:138<->131.202.243.255:138
background,udp,42,5722.94,97.1,8.2,0.863,2,92,0.714,1.0,0.0,0.0,0.0,139.5838,328.8878,0.01,udp:131.202.242.62:137<->131.202.243.255:137
background,udp,49,5751.09,112,0.0,-0.0,1,112,1.0,1.0,0.0,0.0,0.0,119.8144,6.3653,0.01,udp:fe80::221:b7ff:fe36:fee6:546<->ff02::1:2:547
background,udp,70,5694.04,239.4,15.0,0.627,2,233,0.843,1.0,0.0,0.0,0.0,82.5223,102.1521,0.01,udp:131.202.240.150:138<->131.202.243.255:138
background,udp,500,5844.7,107.7,8.1,0.73,8,107,0.876,0.988,0.0,0.0,0.0,11.7128,52.3572,0.09,udp:fe80::223:aeff:fe94:2a8a:5353<->ff02::fb:5353
background,udp,98,5819.94,80,0.0,-0.0,1,80,1.0,1.0,0.0,0.0,0.0,59.9994,0.0016,0.02,udp:131.202.240.97:4644<->131.202.243.255:4644
background,udp,64,5839.33,173.3,22.8,0.431,4,176,0.938,0.984,0.0,0.0,0.0,92.6877,17.7257,0.01,udp:131.202.243.109:5353<->224.0.0.251:5353
